,Unnamed: 0,category,message
3930,,Larceny/Theft,I see theft
3931,,Larceny/Theft,I see thief
3932,,Larceny/Theft,I see steal
3933,,Larceny/Theft,I see took it
3934,,Larceny/Theft,I see car stolen
3935,,Larceny/Theft,I see car was hijacked
3936,,Larceny/Theft,I see alarm in a car is going off
3937,,Larceny/Theft,I see car is gone
3938,,Larceny/Theft,I see stole car
3939,,Larceny/Theft,I see took car
3940,,Larceny/Theft,I see car
3941,,Larceny/Theft,I see van
3942,,Larceny/Theft,I see suv
3943,,Larceny/Theft,I see tesla
3944,,Larceny/Theft,I see toyota
3945,,Larceny/Theft,I see honda
3946,,Larceny/Theft,I see bmw
3947,,Larceny/Theft,I see mercedes
3948,,Larceny/Theft,I see truck
3949,,Larceny/Theft,I see lock
3950,,Larceny/Theft,I see broke lock
3951,,Larceny/Theft,I see opened door
3952,,Larceny/Theft,I see Somebody broke into my house
3953,,Larceny/Theft,I see break intostole something in my apartment
3954,,Larceny/Theft,I see stole something
3955,,Larceny/Theft,I see stole something in my condo
3956,,Larceny/Theft,I see broke into my apartment
3957,,Larceny/Theft,I see broke into my condo
3958,,Larceny/Theft,I see breaking into that house
3959,,Larceny/Theft,I see breaking into that condo
3960,,Larceny/Theft,I see breaking into that apartment
3961,,Larceny/Theft,I see house
3962,,Larceny/Theft,I see apartment
3963,,Larceny/Theft,I see condo
3964,,Larceny/Theft,I see stole purse
3965,,Larceny/Theft,I see stole money
3966,,Larceny/Theft,I see took phone
3967,,Larceny/Theft,I see ran off after taking something
3968,,Larceny/Theft,I see stole belongings
3969,,Larceny/Theft,I see robbed me
3970,,Larceny/Theft,I see laptop stolen
3971,,Larceny/Theft,I see computer stolen
3972,,Larceny/Theft,I see took from locked car
3973,,Larceny/Theft,I see took credit card
3974,,Larceny/Theft,I see stole wallet
3975,,Larceny/Theft,I see shoplifting
3976,,Larceny/Theft,I see shop lifted
3977,,Larceny/Theft,I see took from store
3978,,Larceny/Theft,I see stole from mall
3979,,Larceny/Theft,I see lost it
3980,,Larceny/Theft,I see stolen bike
3981,,Larceny/Theft,I see stolen motorcycle
3982,,Larceny/Theft,I see burglar
3983,,Larceny/Theft,I see robbery
3984,,Larceny/Theft,I see robbed
3985,,Larceny/Theft,I see robbing
3986,,Larceny/Theft,I see robbed me with gun
3987,,Larceny/Theft,I see robbed me with knife
3988,,Larceny/Theft,I see pickpocket
3989,,Larceny/Theft,I see get into
3990,,Larceny/Theft,I see store
3991,,Larceny/Theft,I see jewellery
3992,,Larceny/Theft,I see break in
3993,,Larceny/Theft,I see smash window
3994,,Larceny/Theft,There is stole my bike
3995,,Larceny/Theft,There is stole a bike
3996,,Larceny/Theft,There is bike is gone
3997,,Larceny/Theft,There is took bike
3998,,Larceny/Theft,There is bike
3999,,Larceny/Theft,There is bike lock
4000,,Larceny/Theft,There is stealing
4001,,Larceny/Theft,There is stole
4002,,Larceny/Theft,There is broke
4003,,Larceny/Theft,There is theft
4004,,Larceny/Theft,There is thief
4005,,Larceny/Theft,There is steal
4006,,Larceny/Theft,There is took it
4007,,Larceny/Theft,There is car stolen
4008,,Larceny/Theft,There is car was hijacked
4009,,Larceny/Theft,There is alarm in a car is going off
4010,,Larceny/Theft,There is car is gone
4011,,Larceny/Theft,There is stole car
4012,,Larceny/Theft,There is took car
4013,,Larceny/Theft,There is car
4014,,Larceny/Theft,There is van
4015,,Larceny/Theft,There is suv
4016,,Larceny/Theft,There is tesla
4017,,Larceny/Theft,There is toyota
4018,,Larceny/Theft,There is honda
4019,,Larceny/Theft,There is bmw
4020,,Larceny/Theft,There is mercedes
4021,,Larceny/Theft,There is truck
4022,,Larceny/Theft,There is lock
4023,,Larceny/Theft,There is broke lock
4024,,Larceny/Theft,There is opened door
4025,,Larceny/Theft,There is Somebody broke into my house
4026,,Larceny/Theft,There is break intostole something in my apartment
4027,,Larceny/Theft,There is stole something
4028,,Larceny/Theft,There is stole something in my condo
4029,,Larceny/Theft,There is broke into my apartment
4030,,Larceny/Theft,There is broke into my condo
4031,,Larceny/Theft,There is breaking into that house
4032,,Larceny/Theft,There is breaking into that condo
4033,,Larceny/Theft,There is breaking into that apartment
4034,,Larceny/Theft,There is house
4035,,Larceny/Theft,There is apartment
4036,,Larceny/Theft,There is condo
4037,,Larceny/Theft,There is stole purse
4038,,Larceny/Theft,There is stole money
4039,,Larceny/Theft,There is took phone
4040,,Larceny/Theft,There is ran off after taking something
4041,,Larceny/Theft,There is stole belongings
4042,,Larceny/Theft,There is robbed me
4043,,Larceny/Theft,There is laptop stolen
4044,,Larceny/Theft,There is computer stolen
4045,,Larceny/Theft,There is took from locked car
4046,,Larceny/Theft,There is took credit card
4047,,Larceny/Theft,There is stole wallet
4048,,Larceny/Theft,There is shoplifting
4049,,Larceny/Theft,There is shop lifted
4050,,Larceny/Theft,There is took from store
4051,,Larceny/Theft,There is stole from mall
4052,,Larceny/Theft,There is lost it
4053,,Larceny/Theft,There is stolen bike
4054,,Larceny/Theft,There is stolen motorcycle
4055,,Larceny/Theft,There is burglar
4056,,Larceny/Theft,There is robbery
4057,,Larceny/Theft,There is robbed
4058,,Larceny/Theft,There is robbing
4059,,Larceny/Theft,There is robbed me with gun
4060,,Larceny/Theft,There is robbed me with knife
4061,,Larceny/Theft,There is pickpocket
4062,,Larceny/Theft,There is get into
4063,,Larceny/Theft,There is store
4064,,Larceny/Theft,There is jewellery
4065,,Larceny/Theft,There is break in
4066,,Larceny/Theft,There is smash window
4067,,Larceny/Theft,Another stole my bike
4068,,Larceny/Theft,Another stole a bike
4069,,Larceny/Theft,Another bike is gone
4070,,Larceny/Theft,Another took bike
4071,,Larceny/Theft,Another bike
4072,,Larceny/Theft,Another bike lock
4073,,Larceny/Theft,Another stealing
4074,,Larceny/Theft,Another stole
4075,,Larceny/Theft,Another broke
4076,,Larceny/Theft,Another theft
4077,,Larceny/Theft,Another thief
4078,,Larceny/Theft,Another steal
4079,,Larceny/Theft,Another took it
4080,,Larceny/Theft,Another car stolen
4081,,Larceny/Theft,Another car was hijacked
4082,,Larceny/Theft,Another alarm in a car is going off
4083,,Larceny/Theft,Another car is gone
4084,,Larceny/Theft,Another stole car
4085,,Larceny/Theft,Another took car
4086,,Larceny/Theft,Another car
4087,,Larceny/Theft,Another van
4088,,Larceny/Theft,Another suv
4089,,Larceny/Theft,Another tesla
4090,,Larceny/Theft,Another toyota
4091,,Larceny/Theft,Another honda
4092,,Larceny/Theft,Another bmw
4093,,Larceny/Theft,Another mercedes
4094,,Larceny/Theft,Another truck
4095,,Larceny/Theft,Another lock
4096,,Larceny/Theft,Another broke lock
4097,,Larceny/Theft,Another opened door
4098,,Larceny/Theft,Another Somebody broke into my house
4099,,Larceny/Theft,Another break intostole something in my apartment
4100,,Larceny/Theft,Another stole something
4101,,Larceny/Theft,Another stole something in my condo
4102,,Larceny/Theft,Another broke into my apartment
4103,,Larceny/Theft,Another broke into my condo
4104,,Larceny/Theft,Another breaking into that house
4105,,Larceny/Theft,Another breaking into that condo
4106,,Larceny/Theft,Another breaking into that apartment
4107,,Larceny/Theft,Another house
4108,,Larceny/Theft,Another apartment
4109,,Larceny/Theft,Another condo
4110,,Larceny/Theft,Another stole purse
4111,,Larceny/Theft,Another stole money
4112,,Larceny/Theft,Another took phone
4113,,Larceny/Theft,Another ran off after taking something
4114,,Larceny/Theft,Another stole belongings
4115,,Larceny/Theft,Another robbed me
4116,,Larceny/Theft,Another laptop stolen
4117,,Larceny/Theft,Another computer stolen
4118,,Larceny/Theft,Another took from locked car
4119,,Larceny/Theft,Another took credit card
4120,,Larceny/Theft,Another stole wallet
4121,,Larceny/Theft,Another shoplifting
4122,,Larceny/Theft,Another shop lifted
4123,,Larceny/Theft,Another took from store
4124,,Larceny/Theft,Another stole from mall
4125,,Larceny/Theft,Another lost it
4126,,Larceny/Theft,Another stolen bike
4127,,Larceny/Theft,Another stolen motorcycle
4128,,Larceny/Theft,Another burglar
4129,,Larceny/Theft,Another robbery
4130,,Larceny/Theft,Another robbed
4131,,Larceny/Theft,Another robbing
4132,,Larceny/Theft,Another robbed me with gun
4133,,Larceny/Theft,Another robbed me with knife
4134,,Larceny/Theft,Another pickpocket
4135,,Larceny/Theft,Another get into
4136,,Larceny/Theft,Another store
4137,,Larceny/Theft,Another jewellery
4138,,Larceny/Theft,Another break in
4139,,Larceny/Theft,Another smash window
4140,,Mental Health/Bullying,He isn't ok
4141,,Mental Health/Bullying,He shouting
4142,,Mental Health/Bullying,He yelling at no one
4143,,Mental Health/Bullying,He has mental health issues
4144,,Mental Health/Bullying,He hurting himself
4145,,Mental Health/Bullying,He hurting herself
4146,,Mental Health/Bullying,He self harm
4147,,Mental Health/Bullying,He cutting
4148,,Mental Health/Bullying,He kill myself
4149,,Mental Health/Bullying,He kill themselves
4150,,Mental Health/Bullying,He going to kill himself
4151,,Mental Health/Bullying,He going to kill herself
4152,,Mental Health/Bullying,He hanging
4153,,Mental Health/Bullying,He slit wrists
4154,,Mental Health/Bullying,He jumped
4155,,Mental Health/Bullying,He jump off
4156,,Mental Health/Bullying,He phone calls
4157,,Mental Health/Bullying,He prank
4158,,Mental Health/Bullying,He pranked
4159,,Mental Health/Bullying,He pranking
4160,,Mental Health/Bullying,He calling
4161,,Mental Health/Bullying,He prank calls
4162,,Mental Health/Bullying,He attempted suicide
4163,,Mental Health/Bullying,He loitering
4164,,Mental Health/Bullying,He standing around
4165,,Mental Health/Bullying,He sleeping
4166,,Mental Health/Bullying,He suicide
4167,,Mental Health/Bullying,He needs help
4168,,Mental Health/Bullying,He issues
4169,,Mental Health/Bullying,He paranoid
4170,,Mental Health/Bullying,He weird
4171,,Mental Health/Bullying,He something wrong
4172,,Mental Health/Bullying,He ghosts
4173,,Mental Health/Bullying,He demons
4174,,Mental Health/Bullying,He freaking out
4175,,Mental Health/Bullying,He screaming
4176,,Mental Health/Bullying,He not OK
4177,,Mental Health/Bullying,He crazy
4178,,Mental Health/Bullying,He mental
4179,,Mental Health/Bullying,He gone mad
4180,,Mental Health/Bullying,He lost it
4181,,Mental Health/Bullying,He losing it
4182,,Mental Health/Bullying,He out of it
4183,,Mental Health/Bullying,She isn't ok
4184,,Mental Health/Bullying,She shouting
4185,,Mental Health/Bullying,She yelling at no one
4186,,Mental Health/Bullying,She has mental health issues
4187,,Mental Health/Bullying,She hurting himself
4188,,Mental Health/Bullying,She hurting herself
4189,,Mental Health/Bullying,She self harm
4190,,Mental Health/Bullying,She cutting
4191,,Mental Health/Bullying,She kill myself
4192,,Mental Health/Bullying,She kill themselves
4193,,Mental Health/Bullying,She going to kill himself
4194,,Mental Health/Bullying,She going to kill herself
4195,,Mental Health/Bullying,She hanging
4196,,Mental Health/Bullying,She slit wrists
4197,,Mental Health/Bullying,She jumped
4198,,Mental Health/Bullying,She jump off
4199,,Mental Health/Bullying,She phone calls
4200,,Mental Health/Bullying,She prank
4201,,Mental Health/Bullying,She pranked
4202,,Mental Health/Bullying,She pranking
4203,,Mental Health/Bullying,She calling
4204,,Mental Health/Bullying,She prank calls
4205,,Mental Health/Bullying,She attempted suicide
4206,,Mental Health/Bullying,She loitering
4207,,Mental Health/Bullying,She standing around
4208,,Mental Health/Bullying,She sleeping
4209,,Mental Health/Bullying,She suicide
4210,,Mental Health/Bullying,She needs help
4211,,Mental Health/Bullying,She issues
4212,,Mental Health/Bullying,She paranoid
4213,,Mental Health/Bullying,She weird
4214,,Mental Health/Bullying,She something wrong
4215,,Mental Health/Bullying,She ghosts
4216,,Mental Health/Bullying,She demons
4217,,Mental Health/Bullying,She freaking out
4218,,Mental Health/Bullying,She screaming
4219,,Mental Health/Bullying,She not OK
4220,,Mental Health/Bullying,She crazy
4221,,Mental Health/Bullying,She mental
4222,,Mental Health/Bullying,She gone mad
4223,,Mental Health/Bullying,She lost it
4224,,Mental Health/Bullying,She losing it
4225,,Mental Health/Bullying,She out of it
4226,,Mental Health/Bullying,They isn't ok
4227,,Mental Health/Bullying,They shouting
4228,,Mental Health/Bullying,They yelling at no one
4229,,Mental Health/Bullying,They has mental health issues
4230,,Mental Health/Bullying,They hurting himself
4231,,Mental Health/Bullying,They hurting herself
4232,,Mental Health/Bullying,They self harm
4233,,Mental Health/Bullying,They cutting
4234,,Mental Health/Bullying,They kill myself
4235,,Mental Health/Bullying,They kill themselves
4236,,Mental Health/Bullying,They going to kill himself
4237,,Mental Health/Bullying,They going to kill herself
4238,,Mental Health/Bullying,They hanging
4239,,Mental Health/Bullying,They slit wrists
4240,,Mental Health/Bullying,They jumped
4241,,Mental Health/Bullying,They jump off
4242,,Mental Health/Bullying,They phone calls
4243,,Mental Health/Bullying,They prank
4244,,Mental Health/Bullying,They pranked
4245,,Mental Health/Bullying,They pranking
4246,,Mental Health/Bullying,They calling
4247,,Mental Health/Bullying,They prank calls
4248,,Mental Health/Bullying,They attempted suicide
4249,,Mental Health/Bullying,They loitering
4250,,Mental Health/Bullying,They standing around
4251,,Mental Health/Bullying,They sleeping
4252,,Mental Health/Bullying,They suicide
4253,,Mental Health/Bullying,They needs help
4254,,Mental Health/Bullying,They issues
4255,,Mental Health/Bullying,They paranoid
4256,,Mental Health/Bullying,They weird
4257,,Mental Health/Bullying,They something wrong
4258,,Mental Health/Bullying,They ghosts
4259,,Mental Health/Bullying,They demons
4260,,Mental Health/Bullying,They freaking out
4261,,Mental Health/Bullying,They screaming
4262,,Mental Health/Bullying,They not OK
4263,,Mental Health/Bullying,They crazy
4264,,Mental Health/Bullying,They mental
4265,,Mental Health/Bullying,They gone mad
4266,,Mental Health/Bullying,They lost it
4267,,Mental Health/Bullying,They losing it
4268,,Mental Health/Bullying,They out of it
4269,,Mental Health/Bullying,Us isn't ok
4270,,Mental Health/Bullying,Us shouting
4271,,Mental Health/Bullying,Us yelling at no one
4272,,Mental Health/Bullying,Us has mental health issues
4273,,Mental Health/Bullying,Us hurting himself
4274,,Mental Health/Bullying,Us hurting herself
4275,,Mental Health/Bullying,Us self harm
4276,,Mental Health/Bullying,Us cutting
4277,,Mental Health/Bullying,Us kill myself
4278,,Mental Health/Bullying,Us kill themselves
4279,,Mental Health/Bullying,Us going to kill himself
4280,,Mental Health/Bullying,Us going to kill herself
4281,,Mental Health/Bullying,Us hanging
4282,,Mental Health/Bullying,Us slit wrists
4283,,Mental Health/Bullying,Us jumped
4284,,Mental Health/Bullying,Us jump off
4285,,Mental Health/Bullying,Us phone calls
4286,,Mental Health/Bullying,Us prank
4287,,Mental Health/Bullying,Us pranked
4288,,Mental Health/Bullying,Us pranking
4289,,Mental Health/Bullying,Us calling
4290,,Mental Health/Bullying,Us prank calls
4291,,Mental Health/Bullying,Us attempted suicide
4292,,Mental Health/Bullying,Us loitering
4293,,Mental Health/Bullying,Us standing around
4294,,Mental Health/Bullying,Us sleeping
4295,,Mental Health/Bullying,Us suicide
4296,,Mental Health/Bullying,Us needs help
4297,,Mental Health/Bullying,Us issues
4298,,Mental Health/Bullying,Us paranoid
4299,,Mental Health/Bullying,Us weird
4300,,Mental Health/Bullying,Us something wrong
4301,,Mental Health/Bullying,Us ghosts
4302,,Mental Health/Bullying,Us demons
4303,,Mental Health/Bullying,Us freaking out
4304,,Mental Health/Bullying,Us screaming
4305,,Mental Health/Bullying,Us not OK
4306,,Mental Health/Bullying,Us crazy
4307,,Mental Health/Bullying,Us mental
4308,,Mental Health/Bullying,Us gone mad
4309,,Mental Health/Bullying,Us lost it
4310,,Mental Health/Bullying,Us losing it
4311,,Mental Health/Bullying,Us out of it
4312,,Mental Health/Bullying,A guy isn't ok
4313,,Mental Health/Bullying,A guy shouting
4314,,Mental Health/Bullying,A guy yelling at no one
4315,,Mental Health/Bullying,A guy has mental health issues
4316,,Mental Health/Bullying,A guy hurting himself
4317,,Mental Health/Bullying,A guy hurting herself
4318,,Mental Health/Bullying,A guy self harm
4319,,Mental Health/Bullying,A guy cutting
4320,,Mental Health/Bullying,A guy kill myself
4321,,Mental Health/Bullying,A guy kill themselves
4322,,Mental Health/Bullying,A guy going to kill himself
4323,,Mental Health/Bullying,A guy going to kill herself
4324,,Mental Health/Bullying,A guy hanging
4325,,Mental Health/Bullying,A guy slit wrists
4326,,Mental Health/Bullying,A guy jumped
4327,,Mental Health/Bullying,A guy jump off
4328,,Mental Health/Bullying,A guy phone calls
4329,,Mental Health/Bullying,A guy prank
4330,,Mental Health/Bullying,A guy pranked
4331,,Mental Health/Bullying,A guy pranking
4332,,Mental Health/Bullying,A guy calling
4333,,Mental Health/Bullying,A guy prank calls
4334,,Mental Health/Bullying,A guy attempted suicide
4335,,Mental Health/Bullying,A guy loitering
4336,,Mental Health/Bullying,A guy standing around
4337,,Mental Health/Bullying,A guy sleeping
4338,,Mental Health/Bullying,A guy suicide
4339,,Mental Health/Bullying,A guy needs help
4340,,Mental Health/Bullying,A guy issues
4341,,Mental Health/Bullying,A guy paranoid
4342,,Mental Health/Bullying,A guy weird
4343,,Mental Health/Bullying,A guy something wrong
4344,,Mental Health/Bullying,A guy ghosts
4345,,Mental Health/Bullying,A guy demons
4346,,Mental Health/Bullying,A guy freaking out
4347,,Mental Health/Bullying,A guy screaming
4348,,Mental Health/Bullying,A guy not OK
4349,,Mental Health/Bullying,A guy crazy
4350,,Mental Health/Bullying,A guy mental
4351,,Mental Health/Bullying,A guy gone mad
4352,,Mental Health/Bullying,A guy lost it
4353,,Mental Health/Bullying,A guy losing it
4354,,Mental Health/Bullying,A guy out of it
4355,,Mental Health/Bullying,A girl isn't ok
4356,,Mental Health/Bullying,A girl shouting
4357,,Mental Health/Bullying,A girl yelling at no one
4358,,Mental Health/Bullying,A girl has mental health issues
4359,,Mental Health/Bullying,A girl hurting himself
4360,,Mental Health/Bullying,A girl hurting herself
4361,,Mental Health/Bullying,A girl self harm
4362,,Mental Health/Bullying,A girl cutting
4363,,Mental Health/Bullying,A girl kill myself
4364,,Mental Health/Bullying,A girl kill themselves
4365,,Mental Health/Bullying,A girl going to kill himself
4366,,Mental Health/Bullying,A girl going to kill herself
4367,,Mental Health/Bullying,A girl hanging
4368,,Mental Health/Bullying,A girl slit wrists
4369,,Mental Health/Bullying,A girl jumped
4370,,Mental Health/Bullying,A girl jump off
4371,,Mental Health/Bullying,A girl phone calls
4372,,Mental Health/Bullying,A girl prank
4373,,Mental Health/Bullying,A girl pranked
4374,,Mental Health/Bullying,A girl pranking
4375,,Mental Health/Bullying,A girl calling
4376,,Mental Health/Bullying,A girl prank calls
4377,,Mental Health/Bullying,A girl attempted suicide
4378,,Mental Health/Bullying,A girl loitering
4379,,Mental Health/Bullying,A girl standing around
4380,,Mental Health/Bullying,A girl sleeping
4381,,Mental Health/Bullying,A girl suicide
4382,,Mental Health/Bullying,A girl needs help
4383,,Mental Health/Bullying,A girl issues
4384,,Mental Health/Bullying,A girl paranoid
4385,,Mental Health/Bullying,A girl weird
4386,,Mental Health/Bullying,A girl something wrong
4387,,Mental Health/Bullying,A girl ghosts
4388,,Mental Health/Bullying,A girl demons
4389,,Mental Health/Bullying,A girl freaking out
4390,,Mental Health/Bullying,A girl screaming
4391,,Mental Health/Bullying,A girl not OK
4392,,Mental Health/Bullying,A girl crazy
4393,,Mental Health/Bullying,A girl mental
4394,,Mental Health/Bullying,A girl gone mad
4395,,Mental Health/Bullying,A girl lost it
4396,,Mental Health/Bullying,A girl losing it
4397,,Mental Health/Bullying,A girl out of it
4398,,Mental Health/Bullying,A man isn't ok
4399,,Mental Health/Bullying,A man shouting
4400,,Mental Health/Bullying,A man yelling at no one
4401,,Mental Health/Bullying,A man has mental health issues
4402,,Mental Health/Bullying,A man hurting himself
4403,,Mental Health/Bullying,A man hurting herself
4404,,Mental Health/Bullying,A man self harm
4405,,Mental Health/Bullying,A man cutting
4406,,Mental Health/Bullying,A man kill myself
4407,,Mental Health/Bullying,A man kill themselves
4408,,Mental Health/Bullying,A man going to kill himself
4409,,Mental Health/Bullying,A man going to kill herself
4410,,Mental Health/Bullying,A man hanging
4411,,Mental Health/Bullying,A man slit wrists
4412,,Mental Health/Bullying,A man jumped
4413,,Mental Health/Bullying,A man jump off
4414,,Mental Health/Bullying,A man phone calls
4415,,Mental Health/Bullying,A man prank
4416,,Mental Health/Bullying,A man pranked
4417,,Mental Health/Bullying,A man pranking
4418,,Mental Health/Bullying,A man calling
4419,,Mental Health/Bullying,A man prank calls
4420,,Mental Health/Bullying,A man attempted suicide
4421,,Mental Health/Bullying,A man loitering
4422,,Mental Health/Bullying,A man standing around
4423,,Mental Health/Bullying,A man sleeping
4424,,Mental Health/Bullying,A man suicide
4425,,Mental Health/Bullying,A man needs help
4426,,Mental Health/Bullying,A man issues
4427,,Mental Health/Bullying,A man paranoid
4428,,Mental Health/Bullying,A man weird
4429,,Mental Health/Bullying,A man something wrong
4430,,Mental Health/Bullying,A man ghosts
4431,,Mental Health/Bullying,A man demons
4432,,Mental Health/Bullying,A man freaking out
4433,,Mental Health/Bullying,A man screaming
4434,,Mental Health/Bullying,A man not OK
4435,,Mental Health/Bullying,A man crazy
4436,,Mental Health/Bullying,A man mental
4437,,Mental Health/Bullying,A man gone mad
4438,,Mental Health/Bullying,A man lost it
4439,,Mental Health/Bullying,A man losing it
4440,,Mental Health/Bullying,A man out of it
4441,,Mental Health/Bullying,A woman isn't ok
4442,,Mental Health/Bullying,A woman shouting
4443,,Mental Health/Bullying,A woman yelling at no one
4444,,Mental Health/Bullying,A woman has mental health issues
4445,,Mental Health/Bullying,A woman hurting himself
4446,,Mental Health/Bullying,A woman hurting herself
4447,,Mental Health/Bullying,A woman self harm
4448,,Mental Health/Bullying,A woman cutting
4449,,Mental Health/Bullying,A woman kill myself
4450,,Mental Health/Bullying,A woman kill themselves
4451,,Mental Health/Bullying,A woman going to kill himself
4452,,Mental Health/Bullying,A woman going to kill herself
4453,,Mental Health/Bullying,A woman hanging
4454,,Mental Health/Bullying,A woman slit wrists
4455,,Mental Health/Bullying,A woman jumped
4456,,Mental Health/Bullying,A woman jump off
4457,,Mental Health/Bullying,A woman phone calls
4458,,Mental Health/Bullying,A woman prank
4459,,Mental Health/Bullying,A woman pranked
4460,,Mental Health/Bullying,A woman pranking
4461,,Mental Health/Bullying,A woman calling
4462,,Mental Health/Bullying,A woman prank calls
4463,,Mental Health/Bullying,A woman attempted suicide
4464,,Mental Health/Bullying,A woman loitering
4465,,Mental Health/Bullying,A woman standing around
4466,,Mental Health/Bullying,A woman sleeping
4467,,Mental Health/Bullying,A woman suicide
4468,,Mental Health/Bullying,A woman needs help
4469,,Mental Health/Bullying,A woman issues
4470,,Mental Health/Bullying,A woman paranoid
4471,,Mental Health/Bullying,A woman weird
4472,,Mental Health/Bullying,A woman something wrong
4473,,Mental Health/Bullying,A woman ghosts
4474,,Mental Health/Bullying,A woman demons
4475,,Mental Health/Bullying,A woman freaking out
4476,,Mental Health/Bullying,A woman screaming
4477,,Mental Health/Bullying,A woman not OK
4478,,Mental Health/Bullying,A woman crazy
4479,,Mental Health/Bullying,A woman mental
4480,,Mental Health/Bullying,A woman gone mad
4481,,Mental Health/Bullying,A woman lost it
4482,,Mental Health/Bullying,A woman losing it
4483,,Mental Health/Bullying,A woman out of it
4484,,Mental Health/Bullying,That guy isn't ok
4485,,Mental Health/Bullying,That guy shouting
4486,,Mental Health/Bullying,That guy yelling at no one
4487,,Mental Health/Bullying,That guy has mental health issues
4488,,Mental Health/Bullying,That guy hurting himself
4489,,Mental Health/Bullying,That guy hurting herself
4490,,Mental Health/Bullying,That guy self harm
4491,,Mental Health/Bullying,That guy cutting
4492,,Mental Health/Bullying,That guy kill myself
4493,,Mental Health/Bullying,That guy kill themselves
4494,,Mental Health/Bullying,That guy going to kill himself
4495,,Mental Health/Bullying,That guy going to kill herself
4496,,Mental Health/Bullying,That guy hanging
4497,,Mental Health/Bullying,That guy slit wrists
4498,,Mental Health/Bullying,That guy jumped
4499,,Mental Health/Bullying,That guy jump off
4500,,Mental Health/Bullying,That guy phone calls
4501,,Mental Health/Bullying,That guy prank
4502,,Mental Health/Bullying,That guy pranked
4503,,Mental Health/Bullying,That guy pranking
4504,,Mental Health/Bullying,That guy calling
4505,,Mental Health/Bullying,That guy prank calls
4506,,Mental Health/Bullying,That guy attempted suicide
4507,,Mental Health/Bullying,That guy loitering
4508,,Mental Health/Bullying,That guy standing around
4509,,Mental Health/Bullying,That guy sleeping
4510,,Mental Health/Bullying,That guy suicide
4511,,Mental Health/Bullying,That guy needs help
4512,,Mental Health/Bullying,That guy issues
4513,,Mental Health/Bullying,That guy paranoid
4514,,Mental Health/Bullying,That guy weird
4515,,Mental Health/Bullying,That guy something wrong
4516,,Mental Health/Bullying,That guy ghosts
4517,,Mental Health/Bullying,That guy demons
4518,,Mental Health/Bullying,That guy freaking out
4519,,Mental Health/Bullying,That guy screaming
4520,,Mental Health/Bullying,That guy not OK
4521,,Mental Health/Bullying,That guy crazy
4522,,Mental Health/Bullying,That guy mental
4523,,Mental Health/Bullying,That guy gone mad
4524,,Mental Health/Bullying,That guy lost it
4525,,Mental Health/Bullying,That guy losing it
4526,,Mental Health/Bullying,That guy out of it
4527,,Mental Health/Bullying,My neighbour isn't ok
4528,,Mental Health/Bullying,My neighbour shouting
4529,,Mental Health/Bullying,My neighbour yelling at no one
4530,,Mental Health/Bullying,My neighbour has mental health issues
4531,,Mental Health/Bullying,My neighbour hurting himself
4532,,Mental Health/Bullying,My neighbour hurting herself
4533,,Mental Health/Bullying,My neighbour self harm
4534,,Mental Health/Bullying,My neighbour cutting
4535,,Mental Health/Bullying,My neighbour kill myself
4536,,Mental Health/Bullying,My neighbour kill themselves
4537,,Mental Health/Bullying,My neighbour going to kill himself
4538,,Mental Health/Bullying,My neighbour going to kill herself
4539,,Mental Health/Bullying,My neighbour hanging
4540,,Mental Health/Bullying,My neighbour slit wrists
4541,,Mental Health/Bullying,My neighbour jumped
4542,,Mental Health/Bullying,My neighbour jump off
4543,,Mental Health/Bullying,My neighbour phone calls
4544,,Mental Health/Bullying,My neighbour prank
4545,,Mental Health/Bullying,My neighbour pranked
4546,,Mental Health/Bullying,My neighbour pranking
4547,,Mental Health/Bullying,My neighbour calling
4548,,Mental Health/Bullying,My neighbour prank calls
4549,,Mental Health/Bullying,My neighbour attempted suicide
4550,,Mental Health/Bullying,My neighbour loitering
4551,,Mental Health/Bullying,My neighbour standing around
4552,,Mental Health/Bullying,My neighbour sleeping
4553,,Mental Health/Bullying,My neighbour suicide
4554,,Mental Health/Bullying,My neighbour needs help
4555,,Mental Health/Bullying,My neighbour issues
4556,,Mental Health/Bullying,My neighbour paranoid
4557,,Mental Health/Bullying,My neighbour weird
4558,,Mental Health/Bullying,My neighbour something wrong
4559,,Mental Health/Bullying,My neighbour ghosts
4560,,Mental Health/Bullying,My neighbour demons
4561,,Mental Health/Bullying,My neighbour freaking out
4562,,Mental Health/Bullying,My neighbour screaming
4563,,Mental Health/Bullying,My neighbour not OK
4564,,Mental Health/Bullying,My neighbour crazy
4565,,Mental Health/Bullying,My neighbour mental
4566,,Mental Health/Bullying,My neighbour gone mad
4567,,Mental Health/Bullying,My neighbour lost it
4568,,Mental Health/Bullying,My neighbour losing it
4569,,Mental Health/Bullying,My neighbour out of it
4570,,Mental Health/Bullying,My friend isn't ok
4571,,Mental Health/Bullying,My friend shouting
4572,,Mental Health/Bullying,My friend yelling at no one
4573,,Mental Health/Bullying,My friend has mental health issues
4574,,Mental Health/Bullying,My friend hurting himself
4575,,Mental Health/Bullying,My friend hurting herself
4576,,Mental Health/Bullying,My friend self harm
4577,,Mental Health/Bullying,My friend cutting
4578,,Mental Health/Bullying,My friend kill myself
4579,,Mental Health/Bullying,My friend kill themselves
4580,,Mental Health/Bullying,My friend going to kill himself
4581,,Mental Health/Bullying,My friend going to kill herself
